"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"3064-10","USD","3064-10-0","Est. Guaianazes-cptm",0,52671
"3064-10","USD","3064-10-1","Cid. Tiradentes",1,52672
"3069-10","USD","3069-10-0","Term. Sao Mateus",0,52717
"3069-10","USD","3069-10-1","Jd.recanto Verde Sol",1,52718
"307C-10","USD","307C-10-0","Metrô Artur Alvim",0,54267
"307C-10","USD","307C-10-1","Conj.encosta Norte",1,54271
"3098-10","USD","3098-10-0","Shop. Aricanduva",0,51161
"3098-10","USD","3098-10-1","Jardim Sao Francisco",1,51162
"3098-31","USD","3098-31-0","Shop. Aricanduva (via Jd. Elisabeth)",0,54431
"3098-31","USD","3098-31-1","Jardim Sao Francisco ",1,54432
"3099-10","USD","3099-10-0","Jd. Da Conquista",0,52610
"3099-10","USD","3099-10-1","Hospital Sao Mateus",1,52611
"3112-10","USD","3112-10-0","Metrô Belém",0,51300
"3112-10","USD","3112-10-1","Vila Industrial",1,51301
"311C-10","USD","311C-10-0","Bom Retiro",0,51296
"311C-10","USD","311C-10-1","Pq. Sao Lucas",1,51324
"312N-10","USD","312N-10-0","São Miguel Paulista",0,55014
"312N-10","USD","312N-10-1","Term. Cid. Tiradentes",1,55015
"3134-10","USD","3134-10-0","Metrô Tamanduateí",0,49362
"3134-10","USD","3134-10-1","Shop. Aricanduva",1,46880
"3139-10","USD","3139-10-0","Pça João Mendes ",0,52719
"3139-10","USD","3139-10-1","Jd. Vila Formosa",1,52721
"3141-10","USD","3141-10-0","Term. Pq. D.pedro Ii",0,55469
"3141-10","USD","3141-10-1","Term. Sao Mateus",1,55470
"314J-10","USD","314J-10-0","Metrô Liberdade",0,53028
"314J-10","USD","314J-10-1","Santa Madalena",1,53029
"314V-10","USD","314V-10-0","Metrô Liberdade",0,53019
"314V-10","USD","314V-10-1","Vila Ema",1,53020
"3160-10","USD","3160-10-0","Term. Pq. D. Pedro Ii",0,48133
"3160-10","USD","3160-10-1","Term. Vila Prudente",1,48134
"3301-10","USD","3301-10-0","Term. Pq. D. Pedro Ll",0,53223
"3301-10","USD","3301-10-1","Term. São Miguel",1,53224
"3310-10","USD","3310-10-0","Cidade Tiradentes (circular)",0,55329
"3318-11","USD","3318-11-0","Vila Cisper (cptm Usp)",0,55332
"3390-10","USD","3390-10-0","Term. Pq. D. Pedro Ii",0,53333
"3390-10","USD","3390-10-1","Term. S. Mateus",1,53334
"3414-21","__D","3414-21-0","Metrô Tatuapé",0,52725
"342C-10","USD","342C-10-0","Penha",0,49254
"342C-10","USD","342C-10-1","Jd. Marilia",1,49255
"342M-10","USD","342M-10-0","Term. Penha",0,47271
"342M-10","USD","342M-10-1","Term. São Mateus",1,47272
"342N-10","USD","342N-10-0","A. E. Carvalho",0,53217
"342N-10","USD","342N-10-1","Cohab Pres. Juscelino Kubitscheck",1,55246
"3459-10","USD","3459-10-0","Term. Pq. D.pedro Ii",0,48300
"3459-10","USD","3459-10-1","Itaim Paulista",1,47336
"3462-10","USD","3462-10-0","Metrô Tatuapé",0,55281
"3462-10","USD","3462-10-1","Vila Santana",1,55282
"351F-10","USD","351F-10-0","Term. Vila Carrao",0,53601
"351F-10","USD","351F-10-1","Jacana",1,53602
"351F-41","USD","351F-41-0","Pq. Novo Mundo",0,54708
"351F-41","USD","351F-41-1","Jacana",1,54709
"352A-10","USD","352A-10-0","Term. Sao Mateus",0,55320
"352A-10","USD","352A-10-1","Jd. Helena",1,55321
"3539-10","USD","3539-10-0","Metrô Bresser",0,51234
"3539-10","USD","3539-10-1","Cidade Tiradentes",1,55418
"354M-10","USD","354M-10-0","Term. São Mateus",0,53221
"354M-10","USD","354M-10-1","Term. São Miguel",1,53222
"3574-10","USD","3574-10-0","E.t. Itaquera",0,51752
"3574-10","USD","3574-10-1","Jd. Etelvina",1,51753
"364A-10","USD","364A-10-0","Shop. C. L. Aricanduva",0,53342
"364A-10","USD","364A-10-1","Hospital Ipiranga",1,53343
"3686-10","USD","3686-10-0","Term. Pq. D.pedro Ii",0,55290
"3686-10","USD","3686-10-1","Jd. Sao Paulo",1,55291
"3712-10","USD","3712-10-0","Metrô Itaquera",0,52785
"3712-10","USD","3712-10-1","Jd. Sao Joao",1,55398
"3718-10","USD","3718-10-0","Nova America",0,47341
"3721-10","USD","3721-10-0","Metrô Artur Alvim",0,46250
"3721-10","USD","3721-10-1","Shop.c.l. Aricanduva",1,46251
"3721-41","USD","3721-41-0","Metrô Itaquera",0,55429
"3722-10","USD","3722-10-0","Metrô Penha",0,54719
"3722-10","USD","3722-10-1","Cohab Jose Bonifacio",1,54720
"3725-10","USD","3725-10-0","Vila Dalila",0,52747
"3725-41","USD","3725-41-0","Vila Aricanduva",0,45897
"3728-10","USD","3728-10-0","Pq. Savoy City",0,47338
"3728-41","USD","3728-41-0","Pq. Nova Savoy",0,52754
"3729-10","USD","3729-10-0","Metrô Carrão",0,46168
"3729-10","USD","3729-10-1","Shop. Aricanduva",1,46169
"372U-10","USD","372U-10-0","Metrô Tatuapé",0,47323
"372U-10","USD","372U-10-1","Vila Santa Isabel",1,47324
"3731-10","USD","3731-10-0","Metrô Vila Matilde",0,55044
"3731-10","USD","3731-10-1","Shop. Aricanduva",1,52756
"3732-10","USD","3732-10-0","Metrô Itaquera",0,51123
"3732-10","USD","3732-10-1","Estação José Bonifácio",1,55402
"3734-10","USD","3734-10-0","Metrô Artur Alvim",0,45908
"3734-10","USD","3734-10-1","Cidade Lider",1,45909
"3735-10","USD","3735-10-0","Jd. Sao Joao ",0,52759
"3735-41","USD","3735-41-0","Metrô Artur Alvim",0,52767
"3736-10","USD","3736-10-0","Metrô Artur Alvim",0,47342
"3736-10","USD","3736-10-1","Jd. Nsa. Sra. Do Carmo",1,47343
"3737-10","USD","3737-10-0","Metrô Guilher/esper.",0,55045
"3737-10","USD","3737-10-1","Shop. Aricanduva",1,55046
"3737-31","USD","3737-31-0","Circular",0,52794
"3738-10","USD","3738-10-0","Metrô Itaquera",0,53249
"3738-10","USD","3738-10-1","Cohab Juscelino",1,55403
"3739-10","USD","3739-10-0","Metrô Itaquera",0,53270
"3739-10","USD","3739-10-1","Recanto Verde Sol",1,55413
"373L-10","USD","373L-10-0","Metrô Itaquera",0,53301
"373L-10","USD","373L-10-1","Jd. Limoeiro",1,55410
"373M-10","USD","373M-10-0","Shop. Metrô Tatuapé",0,53337
"373M-10","USD","373M-10-1","Jd. Guairaca",1,53338
"373T-10","USD","373T-10-0","Metrô Bresser",0,51308
"373T-10","USD","373T-10-1","Jd. Itapolis",1,51309
"3741-10","USD","3741-10-0","Metrô Itaquera",0,52815
"3741-10","USD","3741-10-1","Estação Dom Bosco",1,55411
"3742-10","USD","3742-10-0","Metrô Itaquera",0,53268
"3742-10","USD","3742-10-1","Jardim  Laranjeira",1,55405
"3743-10","USD","3743-10-0","Metrô Itaquera",0,52952
"3743-10","USD","3743-10-1","Sao Mateus",1,55412
"3745-10","USD","3745-10-0","Tatuapé",0,54073
"3745-10","USD","3745-10-1","Jd. Imperador",1,54074
"3746-10","USD","3746-10-0","Metrô Belém",0,53339
"3746-10","USD","3746-10-1","Jd. Imperador",1,53340
"3749-10","USD","3749-10-0","Term. Vila Carrao",0,55374
"3749-10","USD","3749-10-1","Guaianazes",1,55375
"374M-10","USD","374M-10-0","Metrô Itaquera",0,52440
"374V-10","USD","374V-10-0","Metrô Itaquera",0,55381
"374V-10","USD","374V-10-1","Jd. Santana",1,53941
"3751-10","USD","3751-10-0","Metrô Itaquera",0,52954
"3751-10","USD","3751-10-1","Cohab Prestes Maia",1,55406
"3754-10","USD","3754-10-0","Metrô Itaquera",0,53008
"3754-10","USD","3754-10-1","Inacio Monteiro",1,55366
"3756-10","USD","3756-10-0","Metrô Itaquera",0,52867
"3756-10","USD","3756-10-1","Barro Branco",1,55395
"375V-10","USD","375V-10-0","Metrô Alto Do Ipiranga",0,51328
"3761-10","USD","3761-10-0","Metrô Carrão",0,46172
"3761-10","USD","3761-10-1","3a. Divisao",1,46173
"3762-10","USD","3762-10-0","Metrô Tatuapé",0,53118
"3762-10","USD","3762-10-1","Jardim Iva",1,53119
"3763-10","USD","3763-10-0","Metrô Tatuapé",0,47260
"3763-10","USD","3763-10-1","Term. Vila Carrao",1,47261
"3766-10","USD","3766-10-0","Metrô Itaquera",0,53251
"3766-10","USD","3766-10-1","Cohab Ii",1,55407
"3768-10","USD","3768-10-0","Cptm José Bonifácio",0,51194
"3768-10","USD","3768-10-1","Vila Yolanda",1,51195
"3773-10","USD","3773-10-0","Metrô Carrão",0,46174
"3773-10","USD","3773-10-1","Res. Santa Barbara",1,46175
"3778-10","USD","3778-10-0","Metrô Carrão",0,50717
"3778-10","USD","3778-10-1","Jd. Santa Terezinha",1,50718
"3785-10","USD","3785-10-0","Metrô Itaquera",0,47608
"3785-10","USD","3785-10-1","Cohab Barro Branco",1,55415
"3786-10","USD","3786-10-0","Metrô Itaquera",0,52888
"3786-10","USD","3786-10-1","Cidade Tiradentes",1,55367
"3787-10","USD","3787-10-0","Metrô Itaquera",0,52908
"3787-10","USD","3787-10-1","Cid. Tiradentes",1,55416
"3789-10","USD","3789-10-0","Metrô Itaquera",0,52926
"3789-10","USD","3789-10-1","Cid. Tiradentes",1,55417
"3791-10","USD","3791-10-0","Metrô Artur Alvim",0,46192
"3791-10","USD","3791-10-1","Shopping Aricanduva",1,46193
"3793-10","USD","3793-10-0","Metrô Penha",0,45597
"3793-10","USD","3793-10-1","Cid. Tiradentes",1,47905
"3795-10","USD","3795-10-0","Metrô Itaquera",0,53830
"3795-10","USD","3795-10-1","Jd. Sao Carlos",1,55394
"3796-10","USD","3796-10-0","Metrô Itaquera",0,53209
"3796-10","USD","3796-10-1","Gleba Do Pessego",1,55414
"3901-10","USD","3901-10-0","Metrô Penha",0,55510
"3901-10","USD","3901-10-1","Jd. Danfer",1,55511
"3902-10","USD","3902-10-0","Guaianazes",0,54273
"3902-10","USD","3902-10-1","Estação Cptm Jd. Romano",1,54274
"390E-10","USD","390E-10-0","Term. Pq. D. Pedro Ii",0,54053
"390E-10","USD","390E-10-1","Term. Penha",1,54054
"393C-10","USD","393C-10-0","Cohab Ii (circular)",0,48321
"393H-10","USD","393H-10-0","Jd. Sto André",0,48337
"4001-10","USD","4001-10-0","Term Vila Carrão",0,54756
"4001-10","USD","4001-10-1","Itaquera",1,54757
"4002-10","USD","4002-10-0","Term Vila Carrão",0,54758
"4002-10","USD","4002-10-1","Guaianazes",1,54759
"4002-51","USD","4002-51-0","Pq. D.pedro Ii",0,54762
"4002-51","USD","4002-51-1","Guaianazes",1,54763
"4004-10","USD","4004-10-0","Barro Branco",0,54008
"4005-10","USD","4005-10-0","Barro Branco",0,54010
"4007-10","USD","4007-10-0","Term Vila Carrão",0,53957
"4007-10","USD","4007-10-1","Cohab Juscelino",1,53958
"4008-10","USD","4008-10-0","Term V Carrão",0,53961
"4008-10","USD","4008-10-1","Jardim Cibele",1,53964
"4011-10","USD","4011-10-0","Term. São Mateus",0,50309
"4011-10","USD","4011-10-1","Jd. Limoeiro",1,50310
"4012-10","USD","4012-10-0","Term. Sao Mateus",0,50313
"4012-10","USD","4012-10-1","Jd. Da Conquista",1,50314
"4013-10","USD","4013-10-0","Term. São Mateus",0,50317
"4013-10","USD","4013-10-1","Jd. Santo André",1,50318
"4014-10","USD","4014-10-0","Term. Vila Carrão",0,53972
"4014-10","USD","4014-10-1","Jd. Vila Carrão",1,53969
"4015-10","USD","4015-10-0","Jd. Rodolfo Pirani",0,53847
"4016-10","USD","4016-10-0","Jd Rodolfo Pirani",0,53848
"4017-10","USD","4017-10-0","Metalúrgicos",0,52699
"4017-10","USD","4017-10-1","Vila Yolanda",1,52700
"4018-10","USD","4018-10-0","Term. Sao Mateus",0,50336
"4018-10","USD","4018-10-1","Metalúrgicos",1,50337
"4024-10","USD","4024-10-0","E. T. Itaquera",0,49505
"4024-10","USD","4024-10-1","Cohab Fazenda Do Carmo",1,53826
"4025-10","USD","4025-10-0","Metrô Tatuapé",0,54902
"4025-10","USD","4025-10-1","Vila Califórnia",1,52856
"4027-10","USD","4027-10-0","Jd. Santo Andre",0,52859
"4027-10","USD","4027-10-1","Hosp. Sao Mateus",1,52860
"4028-10","USD","4028-10-0","Divisa De Maua",0,50446
"4028-10","USD","4028-10-1","Hosp. Sao Mateus",1,50447
"4029-10","USD","4029-10-0","Vila Prudente",0,51329
"4029-10","USD","4029-10-1","Sao Mateus",1,51330
"4030-10","USD","4030-10-0","Shop. Aricanduva",0,53101
"4030-10","USD","4030-10-1","Fazenda Da Juta",1,53102
"4031-10","USD","4031-10-0","Metrô Tamanduateí",0,53344
"4031-10","USD","4031-10-1","Pq. Santa Madalena",1,53345
"4032-10","USD","4032-10-0","Objetivo Unip",0,55021
"4032-10","USD","4032-10-1","Vila Das Merces",1,53347
"4033-10","USD","4033-10-0","Nova Conquista",0,51331
"4033-10","USD","4033-10-1","Jd. Guairacá",1,51332
"403A-10","USD","403A-10-0","Term. Penha",0,54097
"403A-10","USD","403A-10-1","Est. José Bonifácio",1,54098
"4051-10","USD","4051-10-0","Cptm Guaianazes",0,46974
"4051-10","USD","4051-10-1","Jd. São Paulo",1,46975
"4052-10","USD","4052-10-0","Metrô Itaquera",0,46980
"4052-10","USD","4052-10-1","Cptm Guaianazes",1,46981
"4053-10","USD","4053-10-0","Cptm José Bonifácio",0,54023
"4054-10","USD","4054-10-0","Metrô Itaquera",0,55396
"4056-10","USD","4056-10-0","Pq. Boa Esperança",0,55069
"407A-10","USD","407A-10-0","Largo Da Concórdia",0,53194
"407A-10","USD","407A-10-1","Shop. C.l.aricanduva",1,53195
"407E-10","USD","407E-10-0","Metrô Carrão",0,50784
"407E-10","USD","407E-10-1","Jd. Santo Andre",1,50785
"407F-10","USD","407F-10-0","Metrô Belém",0,50255
"407F-10","USD","407F-10-1","Term. São Mateus",1,50256
"407G-10","USD","407G-10-0","Metrô Carrão",0,50733
"407G-10","USD","407G-10-1","Jd. Nova Vitoria",1,50734
"407H-10","USD","407H-10-0","Metrô Itaquera",0,53244
"407H-10","USD","407H-10-1","Jd. Sao Francisco",1,55421
"407I-10","USD","407I-10-0","Metrô Bresser",0,51196
"407I-10","USD","407I-10-1","Conj. Manoel Da Nóbrega",1,51197
"407J-10","USD","407J-10-0","Metrô Tatuapé",0,54088
"407J-10","USD","407J-10-1","Jd. Soares",1,54089
"407K-10","USD","407K-10-0","Metrô Carrão",0,50257
"407K-10","USD","407K-10-1","Term São Mateus",1,50258
"407L-10","USD","407L-10-0","Metrô Guilhermina/esperança",0,55259
"407L-10","USD","407L-10-1","Barro Branco",1,55260
"407N-10","USD","407N-10-0","Metrô Penha",0,54128
"407N-10","USD","407N-10-1","Term. Cid. Tiradentes",1,54130
"407P-10","USD","407P-10-0","Metrô Tatuapé",0,53582
"407P-10","USD","407P-10-1","Term. Cid. Tiradentes",1,55419
"407R-10","USD","407R-10-0","Metrô Belém",0,53970
"407R-10","USD","407R-10-1","Term. Vila Carrão",1,53971
"407T-10","USD","407T-10-0","Metrô Itaquera",0,55059
"407T-10","USD","407T-10-1","Jardim Redil",1,55390
"407W-10","USD","407W-10-0","Metrô Carrão",0,54000
"407W-10","USD","407W-10-1","Jd. Iv Centenário",1,54001
"4085-10","USD","4085-10-0","Metrô Itaquera",0,53279
"4085-10","USD","4085-10-1","Cohab Fazenda Do Carmo",1,55347
"408A-10","USD","408A-10-0","Cardoso De Almeida",0,48007
"408A-10","USD","408A-10-1","Machado De Assis",1,48006
"4092-10","USD","4092-10-0","Setor Iib",0,54163
"4111-10","USD","4111-10-0","Pca. Da Republica",0,55231
"4113-10","USD","4113-10-0","Pca. Da República",0,44331
"4114-10","USD","4114-10-0","Term. Pq. D.pedro Ii",0,51310
"4114-10","USD","4114-10-1","Vila Gumercindo",1,51311
"4115-10","USD","4115-10-0","Pca. Da Republica",0,55220
"414P-10","USD","414P-10-0","Penha",0,55392
"414P-10","USD","414P-10-1","Vila Industrial",1,55393
"4210-10","USD","4210-10-0","Term. Pq. D. Pedro Ii",0,54764
"4210-10","USD","4210-10-1","Term. Cidade Tiradentes",1,54765
"4221-10","USD","4221-10-0","Term. Pq. D.pedro Ii",0,51335
"4221-10","USD","4221-10-1","Jd. Planalto",1,51336
"4222-10","USD","4222-10-0","Mooca",0,53341
"4222-51","USD","4222-51-0","Pca Joao Mendes",0,51393
"4222-51","USD","4222-51-1","Pq. Santa Madalena",1,51394
"425E-10","USD","425E-10-0","Term. Sapopemba/teotonio Vilela",0,53123
"425E-10","USD","425E-10-1","Jd. Ester",1,53124
"4284-10","USD","4284-10-0","Vila Prudente",0,51347
"4288-10","USD","4288-10-0","Term. Pq. D.pedro Ii",0,53277
"4288-10","USD","4288-10-1","Pq. Santa Madalena",1,53278
"4310-10","USD","4310-10-0","Term. Pq. D.pedro Ii",0,49957
"4310-10","USD","4310-10-1","E. T. Itaquera",1,55369
"4311-10","USD","4311-10-0","Term. Pq. D. Pedro Ii",0,50263
"4311-10","USD","4311-10-1","Term. São Mateus",1,50264
"4312-10","USD","4312-10-0","Term. Pq. D. Pedro Ii",0,50269
"4312-10","USD","4312-10-1","Jardim Marília",1,50270
"4313-10","USD","4313-10-0","Term. Pq. D. Pedro Ii",0,54766
"4313-10","USD","4313-10-1","Term. Cid. Tiradentes",1,54767
"4314-10","USD","4314-10-0","Term. Pq. D. Pedro Ii",0,54996
"4314-10","USD","4314-10-1","Inácio Monteiro",1,50775
"4315-10","USD","4315-10-0","Term. Pq. D. Pedro Ii",0,54770
"4315-10","USD","4315-10-1","Term. Vila Carrão",1,54771
"4491-10","USD","4491-10-0","Term. Pq. D.pedro Ii",0,53527
"4491-10","USD","4491-10-1","Zoologico",1,53528
"4706-10","USD","4706-10-0","Metrô Vila Mariana",0,51628
"4706-10","USD","4706-10-1","Jd. Maria Estela Ii",1,51629
"4708-10","USD","4708-10-0","Metrô Vila Mariana",0,53537
"4708-10","USD","4708-10-1","Jd. Climax",1,53538
"4709-10","USD","4709-10-0","Metrô Vila Mariana",0,51359
"4709-10","USD","4709-10-1","Jd. São Saverio",1,51360
"4716-10","USD","4716-10-0","Metrô Santa Cruz",0,51396
"4716-10","USD","4716-10-1","Sacoma",1,51397
"4717-10","USD","4717-10-0","Metrô Saúde",0,50424
"4718-10","USD","4718-10-0","Metrô Santa Cruz",0,51398
"4721-10","USD","4721-10-0","Term. Jabaquara",0,54653
"4721-10","USD","4721-10-1","Shop. Plaza Sul",1,54654
"4724-10","USD","4724-10-0","V. Nhocune",0,51925
"4725-10","USD","4725-10-0","Shop. C.ibirapuera",0,53653
"4726-10","USD","4726-10-0","Metrô Tatuapé",0,53759
"4726-10","USD","4726-10-1","Mooca",1,53760
"4727-10","USD","4727-10-0","Metrô Pça. Da áRvore",0,51459
"4727-10","USD","4727-10-1","Jd. Climax",1,51460
"4729-10","USD","4729-10-0","Metrô Belém",0,51474
"4729-10","USD","4729-10-1","Parque Bancario",1,51475
"4732-10","USD","4732-10-0","Metrô Saúde",0,55032
"4732-10","USD","4732-10-1","Vila Liviero",1,51501
"4732-31","USD","4732-31-0","Metrô Saúde",0,55033
"4732-31","USD","4732-31-1","Vila Liviero",1,53670
"4734-10","USD","4734-10-0","Metrô Saúde",0,55028
"4734-10","USD","4734-10-1","Vila Moraes",1,54106
"4735-10","USD","4735-10-0","Metrô Carrão",0,54585
"4735-10","USD","4735-10-1","Jd. Vera Cruz ",1,54586
"473T-10","USD","473T-10-0","Pq. Sao Jorge",0,51529
"473T-10","USD","473T-10-1","Cambuci",1,51530
"4742-10","USD","4742-10-0","Metrô São Judas",0,53671
"475M-10","USD","475M-10-0","Term. Amaral Gurgel",0,53675
"475M-10","USD","475M-10-1","Jd. Da Saude",1,53676
"475R-10","USD","475R-10-0","Term. Pq. D.pedro Ii",0,54093
"475R-10","USD","475R-10-1","Jd. Sao Saverio",1,54094
"476A-10","USD","476A-10-0","Terminal Santo Amaro",0,53152
"476A-10","USD","476A-10-1","Ipiranga",1,53153
"476G-10","USD","476G-10-0","Ibirapuera",0,53350
"476G-10","USD","476G-10-1","Jardim Elba",1,53351
"477A-10","USD","477A-10-0","Term. Pinheiros",0,55271
"477A-10","USD","477A-10-1","Sacomã",1,55219
"477P-10","USD","477P-10-0","Rio Pequeno",0,53599
"477P-10","USD","477P-10-1","Ipiranga",1,53600
"478P-10","USD","478P-10-0","Pompeia",0,55230
"478P-10","USD","478P-10-1","Sacoma",1,51569
"5010-10","USD","5010-10-0","Santo Amaro",0,51338
"5010-10","USD","5010-10-1","Jabaquara",1,51339
"5011-10","USD","5011-10-0","Santo Amaro",0,51340
"5011-10","USD","5011-10-1","Eldorado",1,51341
"5012-10","USD","5012-10-0","Jabaquara",0,51344
"5012-10","USD","5012-10-1","Vila Guacuri",1,51345
"5013-10","USD","5013-10-0","Santo Amaro",0,51419
"5013-10","USD","5013-10-1","Jd. Luso",1,51420
"5014-10","USD","5014-10-0","Santo Amaro",0,51422
"5014-10","USD","5014-10-1","Vila Guacuri",1,51423
"5015-10","USD","5015-10-0","Metrô Jabaquara",0,54532
"5015-10","USD","5015-10-1","Jd. Sao Jorge",1,54533
"5018-10","USD","5018-10-0","Jabaquara",0,51431
"5018-10","USD","5018-10-1","Shopping Interlagos",1,51432
"5018-31","USD","5018-31-0","Jabaquara",0,51955
"5018-31","USD","5018-31-1","Shopping Interlagos",1,51956
"5020-10","USD","5020-10-0","Term. Sacoma",0,53762
"5020-10","USD","5020-10-1","Hospital Heliopolis",1,53763
"5021-10","USD","5021-10-0","Term. Sacoma",0,51578
"5021-10","USD","5021-10-1","Agua Funda",1,51579
"5022-10","USD","5022-10-0","Jabaquara",0,52032
"5022-10","USD","5022-10-1","Vila Sta. Margarida",1,52033
"5024-10","USD","5024-10-0","Santo Amaro",0,51542
"5024-10","USD","5024-10-1"," missionaria",1,51543
"5024-31","USD","5024-31-0","Santo Amaro",0,51657
"5024-31","USD","5024-31-1"," missionaria",1,51658
"5026-10","USD","5026-10-0","Jd. Sao Roberto ",0,53684
"5028-10","USD","5028-10-0","Museu Do Ipiranga ",0,53695
"5029-10","USD","5029-10-0","Term. Sacoma ",0,53704
"5029-10","USD","5029-10-1","Jd. Patente",1,53705
"502J-10","USD","502J-10-0","Metrô Santa Cruz (circular)",0,52064
"5030-10","USD","5030-10-0","Term. Sacoma",0,53720
"5030-10","USD","5030-10-1","Jd. Maria Estela",1,53721
"5031-10","USD","5031-10-0","Term. Sacoma",0,53766
"5031-10","USD","5031-10-1","Vila Arapua",1,53767
"5032-10","USD","5032-10-0","Term. Sacoma",0,53768
"5032-10","USD","5032-10-1","Vila Arapua",1,53769
"5033-10","USD","5033-10-0","Term. Sacoma",0,53722
"5033-10","USD","5033-10-1","Vila Brasilina",1,53723
"5034-10","USD","5034-10-0","Term. Sacoma",0,53725
"5034-10","USD","5034-10-1","Vila Liviero",1,53726
"5034-31","USD","5034-31-0","Vila Liviero",0,53727
"5035-10","USD","5035-10-0","Term. Sacoma",0,53770
"5035-10","USD","5035-10-1","Vila Arapua",1,53771
"5036-10","USD","5036-10-0","Term. Sacoma",0,51496
"5036-10","USD","5036-10-1","Jd. Celeste",1,51497
"5038-10","USD","5038-10-0","Term. Sacoma",0,51616
"5038-10","USD","5038-10-1","Pq. Bristol",1,51617
"507T-10","USD","507T-10-0","Metrô Carrão",0,50721
"507T-10","USD","507T-10-1","Term Sapopemba",1,50722
"508L-10","USD","508L-10-0","Aclimacao (circ.)",0,48008
"5091-10","USD","5091-10-0","Metrô São Judas (circular)",0,52142
"509J-10","USD","509J-10-0","Pq. Ibirapuera",0,52167
"509J-10","USD","509J-10-1","Jd. Selma",1,52168
"509J-21","USD","509J-21-0","Moema (circular)",0,53518
"509M-10","USD","509M-10-0","Term. Princ. Isabel",0,53531
"509M-10","USD","509M-10-1","Jd. Miriam",1,53532
"5101-10","USD","5101-10-0","Term. Pq. D.pedro Ii",0,45333
"5101-10","USD","5101-10-1","Term. Sacomã",1,45334
"5102-10","USD","5102-10-0","Term. Amaral Gurgel",0,54911
"5102-10","USD","5102-10-1","Term. Sacomã",1,54912
"5103-10","USD","5103-10-0","Moema",0,53728
"5104-10","USD","5104-10-0","Pca Da Republica",0,53731
"5104-10","USD","5104-10-1","Term. Sacoma",1,53732
"5105-10","USD","5105-10-0","Term. Mercado ",0,51640
"5105-10","USD","5105-10-1","Term. Sacoma",1,51641
"5106-10","USD","5106-10-0","Lgo. São Francisco (circular)",0,52787
"5106-21","USD","5106-21-0","Shopping Ibirapuera (circular)",0,52800
"5106-31","USD","5106-31-0","Metrô Ana Rosa",0,52808
"5106-31","USD","5106-31-1","Jardim Selma",1,52809
"5107-10","USD","5107-10-0","Term. Correio",0,53733
"5107-10","USD","5107-10-1","Term. Sacoma",1,53734
"5108-10","USD","5108-10-0","Term. Pq. D. Pedro Ii",0,51748
"5108-10","USD","5108-10-1","Jd. Celeste",1,51749
"5109-10","USD","5109-10-0","Term. Mercado",0,51928
"5109-10","USD","5109-10-1","Term. Vila Prudente ",1,51929
"5110-10","USD","5110-10-0","Term. Mercado",0,53175
"5110-10","USD","5110-10-1","Term. São Mateus",1,53176
"5111-10","USD","5111-10-0","Term. Pq.d. Pedro Ii",0,53461
"5111-10","USD","5111-10-1","Term. Sto. Amaro",1,53462
"5119-10","USD","5119-10-0","Lgo. Sao Francisco",0,53465
"5119-10","USD","5119-10-1","Term. Capelinha",1,53466
"5123-10","USD","5123-10-0","Hospital Sao Paulo",0,52831
"5123-10","USD","5123-10-1","Jd. Miriam",1,52830
"5127-10","USD","5127-10-0","Jd. Prudência (circular)",0,52873
"5128-10","USD","5128-10-0","Aeroporto ",0,55472
"5128-10","USD","5128-10-1","Jd. Apurá",1,55473
"5129-10","USD","5129-10-0","Term. Guarapiranga",0,53001
"5129-10","USD","5129-10-1","Jd. Miriam",1,53002
"5129-41","USD","5129-41-0","Santo Amaro",0,53010
"5129-41","USD","5129-41-1","Jd. Miriam",1,53011
"513L-10","USD","513L-10-0","Pq. Belem",0,54063
"513L-10","USD","513L-10-1","Term. Sacoma",1,54064
"5141-10","USD","5141-10-0","Term. Correio",0,54069
"5141-10","USD","5141-10-1","Term. Sapopemba/teotônio Vilela",1,55346
"5142-10","USD","5142-10-0","Term. Pq. D.pedro Ii",0,53739
"5142-10","USD","5142-10-1","Term. Sapopemba/teotônio Vilela",1,53740
"5144-10","USD","5144-10-0","Terminal Princ. Isabel",0,53746
"5144-10","USD","5144-10-1","Term. Sapopemba/teotônio Vilela",1,53747
"5145-10","USD","5145-10-0","Pca. Almeida Jr.",0,54348
"5145-10","USD","5145-10-1","Term. Sapopemba/teotonio Vilela",1,54349
"514T-10","USD","514T-10-0","Jd. Itapolis",0,52275
"514T-10","USD","514T-10-1","Term. Sacoma",1,52276
"5154-10","USD","5154-10-0","Est. Da Luz",0,53654
"5154-10","USD","5154-10-1","Term. Sto. Amaro",1,53655
"5164-10","USD","5164-10-0","Lgo. Sao Francisco (circular)",0,53025
"5164-21","USD","5164-21-0","Pq. Do Ibirapuera",0,53035
"5164-41","USD","5164-41-0","Circular",0,53042
"516N-10","USD","516N-10-0","Praça Dom Gastão",0,53699
"5175-10","USD","5175-10-0","Pça. Da Sé",0,53046
"5175-10","USD","5175-10-1","Balneario Sao Fco.",1,53047
"5178-10","USD","5178-10-0","Lgo. Sao Francisco",0,53050
"5178-10","USD","5178-10-1","Jd. Miriam",1,53051
"517J-10","USD","517J-10-0","Berrini",0,53059
"517J-10","USD","517J-10-1","Jd. Selma",1,53060
"5185-10","USD","5185-10-0","Pque. D. Pedro Ii",0,53658
"5185-10","USD","5185-10-1","Term. Guarapiranga",1,53662
