"route_id","service_id","trip_id","trip_headsign","direction_id","shape_id"
"5194-21","_SD","5194-21-0","Aeroporto",0,53896
"524L-10","USD","524L-10-0","Tatuape",0,54906
"524L-10","USD","524L-10-1","Pq. Sao Lucas ",1,52426
"524M-10","USD","524M-10-0","Shop. Aricanduva",0,53773
"524M-10","USD","524M-10-1","Mascarenhas De Morais",1,53774
"527R-10","USD","527R-10-0","Terminal Santo Amaro ",0,53089
"527R-10","USD","527R-10-1","Vila Imperio",1,53090
"5290-10","USD","5290-10-0","Pca. Joao Mendes",0,53103
"5290-10","USD","5290-10-1","Div. Diadema",1,53104
"5290-51","USD","5290-51-0","Term. Amaral Gurgel",0,53113
"5290-51","USD","5290-51-1","Div. Diadema",1,53114
"5300-10","USD","5300-10-0","Term. Pq. D. Pedro Ii",0,53665
"5300-10","USD","5300-10-1","Term. Santo Amaro",1,53666
"5318-10","USD","5318-10-0","Praca Da Se",0,53481
"5318-10","USD","5318-10-1","Chacara Santana",1,53482
"5362-10","USD","5362-10-0","Pça. Da Sé",0,52169
"5362-10","USD","5362-10-1","Pq. Res. Cocaia",1,52170
"5370-10","USD","5370-10-0","Lgo. Sao Francisco",0,54992
"5370-10","USD","5370-10-1","Terminal Varginha",1,54993
"5391-10","USD","5391-10-0","Lgo São Francisco",0,53568
"5391-10","USD","5391-10-1","Term. Jd. Angela",1,53569
"546A-10","USD","546A-10-0","Santo Amaro",0,53169
"546A-10","USD","546A-10-1","Jd. Apura",1,53170
"546A-31","USD","546A-31-0","Santo Amaro",0,53171
"546A-31","USD","546A-31-1","Jd. Apura",1,53172
"546J-10","USD","546J-10-0","Sto. Amaro",0,53303
"546J-10","USD","546J-10-1","Jd. Selma",1,53306
"546J-31","US_","546J-31-0","Sto. Amaro",0,53324
"546J-31","US_","546J-31-1","Jd. Selma",1,53325
"546L-10","USD","546L-10-0","Terminal Santo Amaro",0,53352
"546L-10","USD","546L-10-1","Jd. Luso",1,53353
"546T-10","USD","546T-10-0","Term. Santo Amaro",0,53390
"546T-10","USD","546T-10-1","Vila Guacuri",1,53391
"5611-10","USD","5611-10-0","Pça. João Mendes",0,53394
"5611-10","USD","5611-10-1","Eldorado",1,53395
"5614-10","USD","5614-10-0","Pça. João Mendes",0,53407
"5614-10","USD","5614-10-1","Eldorado",1,53408
"5630-10","USD","5630-10-0","Metrô Brás",0,54977
"5630-10","USD","5630-10-1","Terminal Grajaú",1,54978
"5632-22","__D","5632-22-0","Term. Santo Amaro",0,54713
"5632-22","__D","5632-22-1","V. Sao Jose",1,54714
"5652-10","USD","5652-10-0","Pça Da Sé",0,54775
"5652-10","USD","5652-10-1","Jd. Iv Centenario",1,54776
"5701-10","USD","5701-10-0","Estacao Berrini",0,54170
"5701-10","USD","5701-10-1","Metrô Conceição",1,54171
"5702-10","USD","5702-10-0","Metrô Jabaquara",0,53427
"5702-10","USD","5702-10-1","Refúgio Santa Terezinha",1,53428
"5705-10","USD","5705-10-0","Metrô Vergueiro",0,53750
"5705-10","USD","5705-10-1","Term. Sacoma",1,53751
"571T-10","USD","571T-10-0","Shop. Center Norte",0,54358
"571T-10","USD","571T-10-1","Term. Sacoma",1,54361
"573A-10","USD","573A-10-0","Vila Alpina",0,53783
"573H-10","USD","573H-10-0","Metrô Bresser",0,54398
"573H-10","USD","573H-10-1","Hosp. Sapopemba",1,54399
"573T-10","USD","573T-10-0","Metrô Carrão",0,53781
"573T-10","USD","573T-10-1","Term. Sapopemba/teotonio Vilela",1,53782
"574A-10","USD","574A-10-0","Lgo.cambuci",0,53440
"574A-10","USD","574A-10-1","Americanopolis",1,55248
"574C-10","USD","574C-10-0","São Mateus",0,53999
"574J-10","USD","574J-10-0","Term. V. Carrao",0,54026
"574J-10","USD","574J-10-1","Metrô Conceição",1,54027
"574R-10","USD","574R-10-0","Metrô Belém",0,53786
"574R-10","USD","574R-10-1","Term. Sapopemba/teotônio Vilela",1,53787
"574W-10","USD","574W-10-0","Metrô Belém",0,52466
"574W-10","USD","574W-10-1","Jd. Walkiria",1,52467
"5752-10","USD","5752-10-0","Metrô Conceição",0,53444
"5752-10","USD","5752-10-1","Vila Missionaria",1,53445
"5757-10","USD","5757-10-0","Metrô Conceicão",0,53449
"5757-10","USD","5757-10-1","Cidade Julia",1,53450
"5757-51","USD","5757-51-0","Metrô Conceição",0,54823
"5757-51","USD","5757-51-1","Pedreira",1,54824
"5759-10","USD","5759-10-0","Metrô Conceição",0,54825
"5759-10","USD","5759-10-1","Pq. Primavera",1,54826
"5759-31","USD","5759-31-0","Metrô Conceicao",0,54829
"5759-31","USD","5759-31-1","Pq. Primavera",1,54830
"575A-10","USD","575A-10-0","Shop. Metrô Tatuapé",0,53788
"575A-10","USD","575A-10-1","Div. São Caetano",1,53789
"575C-10","USD","575C-10-0","Vila Matias",0,54065
"575C-10","USD","575C-10-1","Ipiranga",1,54066
"576C-10","USD","576C-10-0","Term. Santo Amaro",0,54254
"576C-10","USD","576C-10-1","Metrô Jabaquara",1,54242
"576J-10","USD","576J-10-0","Sto Amaro",0,54256
"576J-10","USD","576J-10-1","Metrô Jabaquara",1,54257
"576M-10","USD","576M-10-0","Pinheiros",0,55227
"576M-10","USD","576M-10-1","V. Clara",1,55226
"577T-10","USD","577T-10-0","Metrô Ana Rosa",0,54435
"577T-10","USD","577T-10-1","Jd. Miriam",1,54436
"5791-10","USD","5791-10-0","Metrô Vergueiro",0,55456
"5791-10","USD","5791-10-1","Eldorado",1,55457
"6000-10","USD","6000-10-0","Term. Sto. Amaro",0,54989
"6000-10","USD","6000-10-1","Term. Parelheiros",1,54990
"6001-10","USD","6001-10-0","Term Santo Amaro",0,48345
"6001-10","USD","6001-10-1","Term. Capelinha",1,48474
"6003-10","USD","6003-10-0","Terminal Varginha",0,39612
"6003-10","USD","6003-10-1","Terminal Grajaú",1,39613
"6006-10","USD","6006-10-0","Shopping Interlagos",0,53496
"6006-10","USD","6006-10-1","Jd. Herculano",1,53497
"6007-10","USD","6007-10-0","Term. Sto. Amaro",0,53505
"6007-10","USD","6007-10-1","Pq. Sto. Antonio",1,53506
"6008-10","USD","6008-10-0","Term. Sto. Amaro",0,53603
"6008-10","USD","6008-10-1","Jd. Planalto",1,53604
"6010-10","USD","6010-10-0","Term. Guarapiranga",0,51424
"6010-10","USD","6010-10-1","Chac. Santa Maria",1,53612
"6012-10","USD","6012-10-0","Santo Amaro",0,53616
"6012-10","USD","6012-10-1","Pque. Independência",1,53617
"6013-10","USD","6013-10-0","Term. Sto. Amaro",0,53509
"6013-10","USD","6013-10-1","Jd. Nakamura",1,53510
"6014-10","USD","6014-10-0","Term. Sto. Amaro",0,55506
"6014-10","USD","6014-10-1","Term. Rod. Jd. Jacira",1,55507
"6015-10","USD","6015-10-0","Santo Amaro",0,54458
"6015-10","USD","6015-10-1","Vila Calu",1,54455
"6016-10","USD","6016-10-0","Terminal Grajaú",0,46892
"6016-10","USD","6016-10-1","Jd. Noronha",1,46893
"6016-31","USD","6016-31-0","Term. Varginha",0,39705
"6016-31","USD","6016-31-1","Jd. Noronha",1,39706
"6016-41","USD","6016-41-0","Terminal Grajaú",0,36624
"6016-41","USD","6016-41-1","Jd. Porto Velho",1,34499
"6017-10","USD","6017-10-0","Santo Amaro",0,54450
"6017-10","USD","6017-10-1","Jd. Nakamura",1,54451
"6019-10","USD","6019-10-0","Jd. Alfredo",0,54427
"6022-10","USD","6022-10-0","Santo Amaro",0,54706
"6022-10","USD","6022-10-1","Pque. Cerejeira",1,54707
"6025-10","USD","6025-10-0","Santo Amaro",0,54711
"6025-10","USD","6025-10-1","Jd. Guaruja",1,54712
"6026-10","USD","6026-10-0","Term. Sto. Amaro",0,48651
"6026-10","USD","6026-10-1","Jd. Icarai",1,48295
"6027-10","USD","6027-10-0","Term. Sto. Amaro",0,51105
"6027-10","USD","6027-10-1","Jd. Grauna",1,47158
"6028-10","USD","6028-10-0","Term. Sto. Amaro",0,54715
"6028-10","USD","6028-10-1","Riviera",1,54716
"6030-10","USD","6030-10-0","Term. Sto. Amaro",0,40119
"6030-10","USD","6030-10-1","Unisa-campus 1 Até V.são José",1,48653
"6031-10","USD","6031-10-0","Terminal Grajaú",0,20782
"6031-10","USD","6031-10-1","Jd. Sao Bernardo",1,41911
"6034-10","USD","6034-10-0","Terminal Grajaú",0,47933
"6034-10","USD","6034-10-1","Pq. Res. Cocaia",1,47934
"6035-10","USD","6035-10-0","Santo Amaro",0,53687
"6035-10","USD","6035-10-1","Vila Gilda",1,53688
"6036-10","USD","6036-10-0","Santo Amaro",0,53693
"6036-10","USD","6036-10-1","Jd. Macedonia",1,53694
"6037-10","USD","6037-10-0","Santo Amaro",0,54681
"6037-10","USD","6037-10-1","Jd. Mitsutani",1,54682
"6038-10","USD","6038-10-0","Santo Amaro",0,54723
"6038-10","USD","6038-10-1","Jd. Das Rosas",1,54724
"6039-10","USD","6039-10-0","Santo Amaro",0,40601
"6039-10","USD","6039-10-1","Valo Velho",1,35492
"6041-10","USD","6041-10-0","Santo Amaro",0,42869
"6041-10","USD","6041-10-1","Jd. Jangadeiro",1,42870
"6042-10","USD","6042-10-0","Santo Amaro",0,48687
"6042-10","USD","6042-10-1","Jd. Tres Estrelas",1,48402
"6043-10","USD","6043-10-0","Term. Santo Amaro",0,54831
"6043-10","USD","6043-10-1","Jd. Capelinha",1,54832
"6044-10","USD","6044-10-0","Term. Santo Amaro",0,54833
"6044-10","USD","6044-10-1","Jd. Dom José",1,54834
"6045-10","USD","6045-10-0","Santo Amaro",0,48427
"6045-10","USD","6045-10-1","Valo Velho",1,48428
"6046-10","USD","6046-10-0","Santo Amaro",0,54837
"6046-10","USD","6046-10-1","Jd. Sao Bento Novo",1,54838
"6047-10","USD","6047-10-0","Santo Amaro",0,54843
"6047-10","USD","6047-10-1","Jd. Lidia",1,54844
"6048-10","USD","6048-10-0","Sto. Amaro",0,31425
"6048-10","USD","6048-10-1","Capao Redondo",1,37235
"6049-10","USD","6049-10-0","Santo  Amaro",0,54684
"6049-10","USD","6049-10-1","Valo Velho",1,54685
"6051-10","USD","6051-10-0","Terminal Varginha",0,41342
"6051-10","USD","6051-10-1","Jd. Itajaí",1,41343
"6052-10","USD","6052-10-0","Terminal Varginha",0,38196
"6052-10","USD","6052-10-1","Jd. Sete De Setembro",1,21070
"6053-10","USD","6053-10-0","Terminal Grajaú",0,55097
"6053-10","USD","6053-10-1","Jd. Ellus",1,55098
"6055-10","USD","6055-10-0","Shop. Interlagos( Circular )",0,55095
"6057-10","USD","6057-10-0","Term. Grajau",0,55102
"6057-10","USD","6057-10-1","Vila Natal",1,55103
"6058-10","USD","6058-10-0","Terminal Varginha",0,55137
"6058-10","USD","6058-10-1","Jd. Noronha",1,55138
"6059-10","USD","6059-10-0","Santo Amaro",0,53640
"6059-10","USD","6059-10-1","Jd. Universal",1,53641
"6061-10","USD","6061-10-0","Terminal Grajaú",0,55160
"6061-10","USD","6061-10-1","Jd. Marilda",1,55161
"6062-10","USD","6062-10-0","Terminal Grajaú",0,55166
"6062-10","USD","6062-10-1","Jd. Castro Alves",1,55167
"6062-51","USD","6062-51-0","Terminal Santo Amaro",0,55172
"6062-51","USD","6062-51-1","Jd. Castro Alves",1,55173
"6063-10","USD","6063-10-0","Terminal Varginha",0,55179
"6063-10","USD","6063-10-1","Jd. Varginha",1,55180
"6063-41","USD","6063-41-0","Terminal Varginha",0,55191
"6063-41","USD","6063-41-1","Jd. Novo Marilda",1,55192
"6063-42","USD","6063-42-0","Terminal Varginha",0,55194
"6063-42","USD","6063-42-1","Chacara Santo Amaro",1,55195
"6069-10","USD","6069-10-0","Santo Amaro",0,54575
"6069-10","USD","6069-10-1","Jd. Sao Bernardo",1,54576
"6071-10","USD","6071-10-0","Term. Santo Amaro",0,55201
"6071-10","USD","6071-10-1","Jd. Orion",1,55202
"6072-10","USD","6072-10-0","Terminal Varginha",0,55502
"6072-10","USD","6072-10-1","Jd. Sao Nicolau",1,55503
"6072-23","USD","6072-23-0","Balneario São José (circular)",0,55212
"6073-10","USD","6073-10-0","Terminal Varginha",0,36682
"6073-10","USD","6073-10-1","Jd. Santa Terezinha",1,36683
"6074-10","USD","6074-10-0","Estacao Jurubatuba",0,41162
"6074-10","USD","6074-10-1","Jd. Gaivotas",1,41163
"6075-10","USD","6075-10-0","Term. Varginha",0,27518
"6075-10","USD","6075-10-1","Jd. Rec. Campo Belo",1,32920
"6075-21","USD","6075-21-0","Terminal Varginha",0,34548
"6075-21","USD","6075-21-1","Jd. Aruan",1,34549
"6076-10","USD","6076-10-0","Term. Sto. Amaro",0,51113
"6076-10","USD","6076-10-1","Jd. Progresso",1,40405
"6076-41","USD","6076-41-0","Terminal Santo Amaro",0,40361
"6076-41","USD","6076-41-1","Jd. Satelite Ii",1,40362
"6078-10","USD","6078-10-0","Shop. Interlagos",0,40485
"6078-10","USD","6078-10-1","Cantinho Do Ceu",1,40486
"607C-10","USD","607C-10-0","Shopping Morumbi",0,54460
"607C-10","USD","607C-10-1","Jd. Miriam",1,54461
"607G-10","USD","607G-10-0","Shopping Morumbi - Circular",0,54470
"6080-10","USD","6080-10-0","Shopping Interlagos",0,54924
"6080-10","USD","6080-10-1","Jd. Lucelia",1,54925
"6083-10","USD","6083-10-0","Terminal Grajaú",0,54914
"6083-10","USD","6083-10-1","Jd. Eliana",1,54915
"6084-10","USD","6084-10-0","Term. Varginha",0,54903
"6084-10","USD","6084-10-1","Jd. Chacara Do Sol",1,54904
"6091-10","USD","6091-10-0","Term. Santo Amaro",0,54893
"6091-10","USD","6091-10-1","Vargem Grande",1,54894
"6093-10","USD","6093-10-0","Terminal Grajaú",0,54816
"6093-10","USD","6093-10-1","Vargem Grande",1,54817
"609F-10","USD","609F-10-0","Pca. Princ. Isabel",0,55399
"609F-10","USD","609F-10-1","Chacara Santana",1,54429
"6110-10","USD","6110-10-0","Aeroporto",0,49259
"6110-10","USD","6110-10-1","Conj. Hab. Palmares",1,49260
"6115-10","USD","6115-10-0","Terminal Grajau",0,47931
"6115-10","USD","6115-10-1","Cantinho Do Ceu",1,47932
"6116-10","USD","6116-10-0","Terminal Grajaú",0,39819
"6116-10","USD","6116-10-1","Jd. Prainha",1,39820
"6118-10","USD","6118-10-0","Terminal Santo Amaro",0,51108
"6118-10","USD","6118-10-1","Jd. Icarai",1,41174
"6120-10","USD","6120-10-0","Terminal Grajau",0,39713
"6120-10","USD","6120-10-1","Jd. Lucelia",1,44140
"6200-10","USD","6200-10-0","Term. Bandeira",0,55388
"6200-10","USD","6200-10-1","Term. Santo Amaro",1,54687
"6258-10","USD","6258-10-0","Term. Santo Amaro",0,43346
"6258-10","USD","6258-10-1","Jd. Sao Francisco",1,35145
"6262-10","USD","6262-10-0","Term. Bandeira",0,53026
"6262-10","USD","6262-10-1","Ceasa",1,53022
"6262-21","USD","6262-21-0","Pinheiros",0,53136
"627J-10","USD","627J-10-0","Metrô São Judas",0,54476
"6291-10","USD","6291-10-0","Term. Bandeira",0,53519
"6291-10","USD","6291-10-1","Inocoop Campo Limpo",1,53520
"6312-10","USD","6312-10-0","Terminal Amaral Gurgel",0,50444
"6312-10","USD","6312-10-1","Jd. Luso",1,50445
"6338-10","USD","6338-10-0","Term. Princ. Isabel",0,54477
"6338-10","USD","6338-10-1","Jd. Miriam",1,54478
"6358-10","USD","6358-10-0","Term. Bandeira",0,54484
"6358-10","USD","6358-10-1","Jd. Luso",1,54485
"6366-10","USD","6366-10-0","Term. Bandeira",0,54499
"6366-10","USD","6366-10-1","Jd. Miriam",1,54500
"637A-10","USD","637A-10-0","Term. Pinheiros",0,55384
"637A-10","USD","637A-10-1","Term. Jd. Angela",1,54693
"637P-10","USD","637P-10-0","Term. Pinheiros",0,54845
"637P-10","USD","637P-10-1","Term. Santo Amaro",1,54846
"637R-10","USD","637R-10-0","Terminal Sto Amaro",0,54847
"637R-10","USD","637R-10-1","Jd.aracati",1,54848
"637V-10","USD","637V-10-0","Terminal Santo Amaro",0,54665
"637V-10","USD","637V-10-1","Parque America",1,54666
"6412-10","USD","6412-10-0","Paulista",0,55241
"6414-10","USD","6414-10-0","Term. Bandeira",0,53559
"6414-10","USD","6414-10-1","Socorro",1,53560
"6450-10","USD","6450-10-0","Term. Bandeira",0,51051
"6450-10","USD","6450-10-1","Term. Capelinha",1,51052
"6451-10","USD","6451-10-0","Term. Bandeira",0,55424
"6451-10","USD","6451-10-1","Term. Capelinha",1,55425
"6455-10","USD","6455-10-0","Lgo. Sao Francisco",0,54857
"6455-10","USD","6455-10-1","Term. Capelinha",1,54858
"6475-21","__D","6475-21-0","Term. Capelinha",0,54862
"6475-21","__D","6475-21-1","Jd. Vaz De Lima",1,54863
"647A-10","USD","647A-10-0","Pinheiros",0,54868
"647A-10","USD","647A-10-1","Valo Velho",1,54869
"647P-10","USD","647P-10-0","Term. Pinheiros",0,54872
"647P-10","USD","647P-10-1","Cohab Adventista",1,54873
"648P-10","USD","648P-10-0","Term. Pinheiros",0,54875
"648P-10","USD","648P-10-1","Term. Capelinha",1,54876
"6500-10","USD","6500-10-0","Term. Bandeira",0,54878
"6500-10","USD","6500-10-1","Term. Sto.amaro",1,54879
"6505-10","USD","6505-10-0","Term. Bandeira",0,54883
"6505-10","USD","6505-10-1","Term. Guarapiranga",1,54884
"669A-10","USD","669A-10-0","Term. Princ. Isabel",0,55436
"669A-10","USD","669A-10-1","Term. Sto. Amaro",1,55437
"6726-10","USD","6726-10-0","Terminal Grajau",0,54662
"6726-10","USD","6726-10-1","Jd. Gaivotas",1,54663
"675A-10","USD","675A-10-0","Metrô São Judas",0,53240
"675A-10","USD","675A-10-1","Pq. Sto. Antonio",1,53241
"675G-10","USD","675G-10-0","Metrô Jabaquara",0,54650
"675G-10","USD","675G-10-1","Pq Res. Cocaia",1,54651
"675I-10","USD","675I-10-0","Metrô São Judas",0,54891
"675I-10","USD","675I-10-1","Terminal Joao Dias",1,54892
"675K-10","USD","675K-10-0","Metrô Sta Cruz",0,54897
"675K-10","USD","675K-10-1","Term. Jd. Angela",1,54898
"675L-10","USD","675L-10-0","Metrô Santa Cruz",0,55443
"675L-10","USD","675L-10-1","Term. Santo Amaro",1,55444
"675M-10","USD","675M-10-0","Metrô Jabaquara",0,54648
"675M-10","USD","675M-10-1","Centro Sesc",1,54649
"675P-10","USD","675P-10-0","Metrô Conceição",0,54598
"675P-10","USD","675P-10-1","Shopping Sp Market",1,54599
"675R-10","USD","675R-10-0","Metrô Jabaquara",0,54518
"675R-10","USD","675R-10-1","Grajau",1,54512
"675V-10","USD","675V-10-0","Metrô Jabaquara",0,54508
"675V-10","USD","675V-10-1","Term. Capelinha",1,54509
"675X-10","USD","675X-10-0","Metrô V. Mariana",0,48639
"675X-10","USD","675X-10-1","Terminal Grajau",1,48640
"675Z-10","USD","675Z-10-0","Metrô Jabaquara",0,53851
"675Z-10","USD","675Z-10-1","Jd. Guaruja",1,53852
"677A-10","USD","677A-10-0","Metrô Ana Rosa",0,45812
"677A-10","USD","677A-10-1","Term Jd âNgela",1,49186
"677V-10","USD","677V-10-0","Estação Autódromo",0,54664
"677Y-10","USD","677Y-10-0","Morumbi Shopping",0,54047
"677Y-10","USD","677Y-10-1","Jd. Guaruja",1,54048
"6801-10","USD","6801-10-0","Term. Joao Dias",0,38005
"6801-10","USD","6801-10-1","Jd. Ibirapuera",1,38006
"6803-10","USD","6803-10-0","Term. Joao Dias",0,54916
"6803-10","USD","6803-10-1","Jd. Capelinha",1,55471
"6804-10","USD","6804-10-0","Term. Joao Dias",0,54033
"6804-10","USD","6804-10-1","Jd. Inga",1,54034
"6805-10","USD","6805-10-0","Term. Joao Dias",0,55454
"6805-10","USD","6805-10-1","Term. Capelinha",1,55455
"6806-10","USD","6806-10-0","Term. Joao Dias",0,55458
"6806-10","USD","6806-10-1","Jd. Novo Oriente",1,55459
"6812-10","USD","6812-10-0","Santo Amaro",0,54933
"6812-10","USD","6812-10-1","Jd. Capela",1,54934
"6813-10","USD","6813-10-0","Term. Capelinha",0,55462
"6813-10","USD","6813-10-1","Jd. Lidia",1,55463
"6816-10","USD","6816-10-0","Term. Capelinha",0,54939
"6816-10","USD","6816-10-1","Jd. Mitsutani",1,54940
"6818-10","USD","6818-10-0","Term. Capelinha",0,55478
"6818-10","USD","6818-10-1","Jd Vale Das Virtudes",1,55479
"6820-10","USD","6820-10-0","Term. Capelinha",0,55482
"6820-10","USD","6820-10-1","Jd. Das Rosas",1,55483
"6820-31","USD","6820-31-0","Term. Capelinha",0,55480
"6820-31","USD","6820-31-1","Jd. Das Rosas",1,55481
"6821-10","USD","6821-10-0","Term. Capelinha",0,55486
"6821-10","USD","6821-10-1","Jd. Jangadeiro",1,54952
"6822-10","USD","6822-10-0","Term. Capelinha",0,55487
"6822-10","USD","6822-10-1","Jd. Macedonia",1,55488
"6823-10","USD","6823-10-0","Term. Capelinha",0,55489
"6823-10","USD","6823-10-1","Jd. Guaruja",1,55490
"6824-10","USD","6824-10-0","Term. Capelinha",0,47954
"6824-10","USD","6824-10-1","Pq. Fernanda",1,47955
"6825-10","USD","6825-10-0","Term. Capelinha",0,54959
"6825-10","USD","6825-10-1","Valo Velho",1,54960
"6825-21","USD","6825-21-0","Valo Velho",0,54963
"6826-10","USD","6826-10-0","Term. Capelinha",0,31456
"6826-10","USD","6826-10-1","Jd. Dom José",1,35106
"6827-10","USD","6827-10-0","Valo Velho",0,35109
"6829-10","USD","6829-10-0","Jd. Vaz De Lima",0,45938
"6830-10","USD","6830-10-0","Jd. Irene",0,47671
"6831-10","USD","6831-10-0","Jd. Guaruja",0,35113
"6832-10","USD","6832-10-0","Pq. Arariba",0,37816
"6835-10","USD","6835-10-0","Term. Capelinha",0,31457
"6835-10","USD","6835-10-1","Valo Velho",1,38052
"6836-10","USD","6836-10-0","Terminal Joao Dias",0,45928
"6836-10","USD","6836-10-1","Capao Redondo",1,38004
"6837-10","USD","6837-10-0","Term. Capelinha",0,53304
"6837-10","USD","6837-10-1","Shop. Portal",1,53305
"6840-10","USD","6840-10-0","Terminal Capelinha",0,55526
"6840-10","USD","6840-10-1","Ter. Rod. J. Jacira",1,55527
"6913-10","USD","6913-10-0","Terminal Bandeira",0,48579
"6913-10","USD","6913-10-1","Terminal Varginha",1,48580
"695D-10","USD","695D-10-0","Metrô Jabaquara",0,53400
"695D-10","USD","695D-10-1","Jd. Sta. Barbara",1,53401
"695H-10","USD","695H-10-0","Metrô Pça. Da áRvore",0,54480
"695H-10","USD","695H-10-1","Jd. Herplin",1,54481
"695T-51","__D","695T-51-0","Metrô Vl. Mariana",0,51193
"695T-51","__D","695T-51-1","Term. Capelinha",1,51181
"695X-10","USD","695X-10-0","Metrô Jabaquara",0,48582
"695X-10","USD","695X-10-1","Terminal Varginha",1,48583
"695Y-10","USD","695Y-10-0","Metrô Vila Mariana",0,50591
"695Y-10","USD","695Y-10-1","Term. Parelheiros",1,50592
"6960-10","USD","6960-10-0","Terminal Santo Amaro",0,40419
"6960-10","USD","6960-10-1","Terminal Varginha",1,40420
"696P-10","USD","696P-10-0","Pinheiros (circular)",0,50703
"6970-10","USD","6970-10-0","Terminal Santo Amaro",0,48641
"6970-10","USD","6970-10-1","Terminal Grajau",1,48642
"6L01-10","USD","6L01-10-0","Terminal Varginha",0,48588
"6L01-10","USD","6L01-10-1","Marsilac",1,48589
"6L02-10","USD","6L02-10-0","Terminal Parelheiros",0,48527
"6L02-10","USD","6L02-10-1","Jd. Eucaliptos",1,48528
"6L03-10","USD","6L03-10-0","Term. Parelheiros",0,48521
"6L03-10","USD","6L03-10-1","Cipo Do Meio",1,48522
"6L04-10","USD","6L04-10-0","Terminal Parelheiros",0,48529
"6L04-10","USD","6L04-10-1","Jd. Oriental/fontes",1,48530
"6L05-10","USD","6L05-10-0","Term. Parelheiros",0,48535
"6L05-10","USD","6L05-10-1","Barragem",1,48536
"6L07-10","USD","6L07-10-0","Terminal Varginha",0,48595
"6L07-10","USD","6L07-10-1","Jd. Santa Fe",1,48596
"6L08-10","USD","6L08-10-0","Terminal Parelheiros ",0,48539
"6L08-10","USD","6L08-10-1","Jd. São Nicolau",1,48540
"6L10-10","USD","6L10-10-0","Terminal Varginha",0,48597
"6L10-10","USD","6L10-10-1","Pq. Florestal",1,48598
"6L10-41","USD","6L10-41-0","Terminal Varginha",0,48599
"6L10-41","USD","6L10-41-1","Messianica",1,48600
"6L11-10","USD","6L11-10-0","Term. Grajaú",0,48643
"6L11-10","USD","6L11-10-1","Ilha Do Borore",1,48644
"7001-10","USD","7001-10-0","Jd âNgela",0,39378
"7001-10","USD","7001-10-1","Vila Gilda",1,39379
"7002-10","USD","7002-10-0","Hosp. Das Clinicas",0,53184
"7004-10","USD","7004-10-0","Est.sto.amaro/av. Guido Caloi",0,55528
"7004-10","USD","7004-10-1","Term. Rod. Jd. Jacira",1,55529
"7005-10","USD","7005-10-0","Jd.ângela - Circ.",0,46128
"7005-51","USD","7005-51-0","Metrô Capão Redondo ",0,40341
"7005-51","USD","7005-51-1","Jd. Vera Cruz",1,40342
"7006-10","USD","7006-10-0","Jd.ângela Circular",0,42143
"7006-41","USD","7006-41-0","Jd. âNgela Circular",0,39774
"7006-51","USD","7006-51-0","Metrô Capão Redondo",0,40325
"7006-51","USD","7006-51-1","Jd. Horizonte Azul",1,40329
"7009-10","USD","7009-10-0","Jardim âNgela Circular",0,42057
"7011-10","USD","7011-10-0","Jardim âNgela Circular",0,41912
"7012-10","USD","7012-10-0","Term. Guarapiranga",0,42034
"7012-10","USD","7012-10-1","Parque Do Lago",1,42035
"7013-10","USD","7013-10-0","Pinheiros",0,53187
"7013-10","USD","7013-10-1","Pq. Arariba",1,53188
"7016-10","USD","7016-10-0","Term. Santo Amaro",0,46267
"7016-10","USD","7016-10-1","Jd. Angela",1,46108
"701A-10","USD","701A-10-0","Metrô Vila Madalena",0,53398
"701A-10","USD","701A-10-1","Pq. Edu Chaves",1,53399
"701U-21","__D","701U-21-0","Pinheiros",0,54717
"7022-10","USD","7022-10-0","Term. Sto. Amaro",0,46596
"7022-10","USD","7022-10-1","Jd.caicara",1,45501
"7023-10","USD","7023-10-0","Term. Sto. Amaro",0,50806
"7023-10","USD","7023-10-1","Jd. Nakamura",1,48445
"702C-10","USD","702C-10-0","Metrô Belém",0,53307
"702C-10","USD","702C-10-1","Jd. Bonfiglioli",1,53308
"702U-10","USD","702U-10-0","Term. Pq. D.pedro Ii",0,53313
"702U-10","USD","702U-10-1","Butanta - Usp",1,53314
"7040-10","USD","7040-10-0","Pinheiros",0,53189
"7040-10","USD","7040-10-1","Paraisopolis",1,53190
"7049-10","USD","7049-10-0","Terminal Campo Limpo",0,50760
"7049-10","USD","7049-10-1","Parque Do Lago",1,50765
"7050-10","USD","7050-10-0","Term.campo Limpo",0,36923
"7050-10","USD","7050-10-1","Jd. Das Rosas",1,41190
"7051-10","USD","7051-10-0","Terminal Campo Limpo",0,41205
"7051-10","USD","7051-10-1","Jd. Rosana",1,36030
"7052-10","USD","7052-10-0","Terminal Campo Limpo",0,37808
"7052-10","USD","7052-10-1","Jd. Helga",1,37809
"7053-10","USD","7053-10-0","Terminal Campo Limpo",0,47664
"7053-10","USD","7053-10-1","Jd. Macedonia",1,47665
"7053-21","USD","7053-21-0","Terminal Campo Limpo",0,37274
"7053-21","USD","7053-21-1","Jd. Maria Sampaio",1,37275
"7053-22","USD","7053-22-0","Terminal Campo Limpo",0,46129
"7053-22","USD","7053-22-1","Jd. Maria Sampaio",1,37242
"7054-10","USD","7054-10-0","Terminal Campo Limpo",0,47655
"7054-10","USD","7054-10-1","Jd. Macedonia",1,47656
"7055-10","USD","7055-10-0","Term.campo Limpo",0,36070
